created_at_fuzzy,state_likely_tweeted_from,text,source,display_text_width,lang,favorite_count,retweet_count,is_quote,followers_count,friends_count,listed_count,statuses_count,favourites_count,cleaned_text,Toxicity,Fact assessment,Trivia question,Offensive Assessment,topic_label
2020-11-24T17:35:31Z,Nebraska,"Top story: President-elect Biden eyes former Chicago Mayor Rahm Emanuel for U.S. trade representative https://t.co/N5RJnnxVYj, see more https://t.co/Bvrx193G96",The Tweeted Times,159,en,0,0,False,1088,788,32,16279,258,"top story : president-elect biden eye former chicago mayor rahm emanuel for u . s . trade representative httpurl , see more httpurl",1,'true',,,-1
2020-12-09T19:50:54Z,Mississippi,"@AnotherShadowy @realDonaldTrump Man Biden has issues. Dementia, can’t walk or talk. But what the hell he is not really making any decisions anyway. What you think only President a few months before they get rid of him.",Twitter for iPhone,186,en,0,0,False,97,267,3,4917,15685,"@user @user man biden ha issue . dementia , can't walk or talk . but what the hell he is not really making any decision anyway . what you think only president a few month before they get rid of him .",8,False,,,-1
2020-09-30T20:53:35Z,Texas,@LarrySabato Scared because Biden's real agenda and his mental state are coming through!,Twitter Web App,75,en,0,0,False,161,671,1,16414,13478,@user scared because biden 's real agenda and his mental state are coming through !,6,'no verdict',,,14
2020-10-08T16:26:16Z,South Carolina,"@kare11 Pence nailed the final question on accepting the results of the election and the peaceful transfer of power by correctly pointing out that the Democrats have destroyed this country since 2016 election. Spying on Trump, lying about collusion, sham impeachment and blame for COVID.",Twitter for iPhone,279,en,3,0,False,46,537,2,949,1527,"@user pence nailed the final question on accepting the result of the election and the peaceful transfer of power by correctly pointing out that the democrats have destroyed this country since 2016 election . spying on trump , lying about collusion , sham impeachment and blame for covid .",8,False,,,-1
2021-01-10T07:59:07Z,Illinois,@RepKevinBrady Trump started this shit we're dealing with it Impeach and drag his unfit ass out!,Twitter for Android,81,en,0,0,False,4146,4994,2,113099,83452,@user trump started this shit we 're dealing with it impeach and drag his unfit as out !,8,'true',,,28
2021-01-03T08:58:29Z,Minnesota,"Umm ... It’s time and past time that the white coats took Trump away; he’s plainly delusional. And the sycophants &amp; GOP around him are feeding it to dismember US democracy. What will you do about this, @Transition46 @JoeBiden @KamalaHarris @MarkWarner @timkaine @GerryConnolly? https://t.co/GEuTss4die",Twitter for iPhone,281,en,1,1,True,1610,2230,98,67690,37444,"umm ... it 's time and past time that the white coat took trump away ; he 's plainly delusional . and the sycophant & gop around him are feeding it to dismember us democracy . what will you do about this , @user @user @user @user @user @user ? httpurl",8,No verdict,,,-1
2020-08-14T07:08:07Z,Mississippi,@cgalloway704 @kjohnson1519 @RealCandaceO I respect your opinion Chris but why is it that Trump was in the public eye for 40 years never once did I ever hear him described as racist until he ran for President. Matter of fact the same liars who now say that very thing begged him for campaign money every election.,Twitter for Android,271,en,1,0,False,278,521,9,11076,8045,@user @user @user i respect your opinion chris but why is it that trump wa in the public eye for 40 year never once did i ever hear him described a racist until he ran for president . matter of fact the same liar who now say that very thing begged him for campaign money every election .,7,'false',,,22
2020-08-08T01:04:52Z,Colorado,"@thomaskaine5 They all at the least condone it, which is tantamount to being racist oneself.  My trump following BIL fervently and angrily denies that he is racist, and then posts white supremacist memes on Facebook.",Twitter Web App,202,en,1,0,False,33,139,0,674,2509,"@user they all at the least condone it , which is tantamount to being racist oneself . my trump following bil fervently and angrily denies that he is racist , and then post white supremacist meme on facebook .",8,'true',,,22
2020-07-21T05:00:19Z,Idaho,@keith_finklea Where is the compassion for those who have died from covid-19? Not once has he shown any compassion for them. You know Trump once slapped his college aged son across the face for wearing a baseball jersey? Sounds like a very compassionate man.,Twitter for iPhone,243,en,0,0,False,144,165,0,2344,2718,@user where is the compassion for those who have died from covid - 19 ? not once ha he shown any compassion for them . you know trump once slapped his college aged son across the face for wearing a baseball jersey ? sounds like a very compassionate man .,8,False,,,13
2020-08-05T20:40:44Z,Utah,Trump again claims Covid-19 will 'go away' as Fauci warns of long road ahead https://t.co/n3BwVM8798,Twitter for iPhone,100,en,0,0,False,592,118,37,14492,3588,trump again claim covid - 19 will ' go away ' a fauci warns of long road ahead httpurl,3,'false',,,13
2021-02-14T18:09:56Z,Tennessee,@JoyAnnReid @MSNBC Because Trump lawyer wanted to call hundreds for the circus.,Twitter Web App,60,en,0,0,False,91,170,4,48419,270,@user @user because trump lawyer wanted to call hundred for the circus .,3,No verdict,,,-1
2021-04-17T13:58:37Z,Georgia,"Since the fiscal year began on Oct. 1, just over 2,000 refugees have been resettled in the U.S. https://t.co/SO3vuYJL0e",SocialNewsDesk,119,en,0,0,False,40629,345,409,111924,485,"since the fiscal year began on oct . 1 , just over 2,000 refugee have been resettled in the u . s . httpurl",2,'true',,,-1
2020-10-19T19:16:48Z,Pennsylvania,"@djhutch74 According to their own logic, a vote not for Trump is a vote for Biden.",Twitter Web App,71,en,3,0,False,866,1212,5,1311,4983,"@user according to their own logic , a vote not for trump is a vote for biden .",3,'true',,,6
2020-11-16T07:50:28Z,Alabama,"Seriously! Is this fake news? 

https://t.co/85IsBMUlOv",Twitter for Android,55,en,0,0,False,216,187,0,5450,7711,seriously ! is this fake news ? httpurl,3,no verdict,,,-1
2020-09-20T15:57:09Z,Georgia,@ArtValley818_ These are the Biden Voters.,Twitter for iPad,27,en,0,0,False,1065,518,3,18226,44757,@user these are the biden voters .,7,'no verdict',,,6
2020-12-13T04:59:14Z,Pennsylvania,"@JonnNubian @SacredTrouble @2600net @2600 Also army of hackers: oh shit, it is running systemd, and I can't figure out why it can't start the hack_election_for_biden daemon.  I'm out of here!",Twitter Web App,149,en,1,0,False,700,125,39,14259,7389,"@user @user @user @user also army of hacker : oh shit , it is running systemd , and i can't figure out why it can't start the hack_election_for_biden daemon . i 'm out of here !",7,False,,,6
2020-08-15T04:43:14Z,Florida,"Listen to this!!!!! 

I WILL NOT let Donald Trump discredit John Lewis's Memory! (CNN Cuomo 08... https://t.co/n8xxScn0h3 via @YouTube",Twitter for iPhone,134,en,0,0,False,2992,1546,54,21492,34139,listen to this ! ! ! i will not let donald trump discredit john lewis 's memory ! ( cnn cuomo 08 ... httpurl via @user,3,'no verdict',,,-1
2021-04-20T01:47:17Z,California,"@GeorgeTakei Trump: More than 25,000 lies! 500,000 Americans died because Trump lied 🤥",Twitter for iPhone,73,en,0,0,False,465,425,6,106631,101814,"@user trump : more than 25,000 lie ! 500,000 americans died because trump lied :lying_face:",8,False,,,-1
2020-11-22T16:38:31Z,Massachusetts,"@realDonaldTrump What needs to be addressed in election tampering is how Trump ordered the post office to intentionally slow down the mail during the election. There's the attempt to fix the election, there is the fraud, there is the illegal act. Even with rigging the election he lost. #MAGA2020",Twitter Web App,279,en,0,0,False,2,3,0,277,14,"@user what need to be addressed in election tampering is how trump ordered the post office to intentionally slow down the mail during the election . there 's the attempt to fix the election , there is the fraud , there is the illegal act . even with rigging the election he lost . #maga2020",8,False,,,34
2020-12-22T22:37:07Z,Florida,@mmpadellan Who cares about geraldo hes been irrelevant for years. When on 1/6 the house n senate object 2  Biden Being president is goes to a state by state vote with the republicans holding a 30 to 20 edge n the result being President Trump being  Reelected And the democrats will cry again,Twitter for Android,280,en,0,0,False,28,186,1,2801,420,@user who care about geraldo he been irrelevant for year . when on 1/6 the house n senate object 2 biden being president is go to a state by state vote with the republican holding a 30 to 20 edge n the result being president trump being reelected and the democrat will cry again,8,False,,,15
2020-09-13T13:12:52Z,Nevada,"Tick Tock, Trump https://t.co/Cy7tZoQLuQ via @YouTube @JasonMillerinDC https://t.co/f30VpS901h",Twitter for iPhone,70,en,0,0,False,81,1041,1,3353,5170,"tick tock , trump httpurl via @user @user httpurl",2,No verdict,,,4
2021-03-06T01:39:34Z,Idaho,Keilar: GOP states turning Trump's Big Lie into legislation https://t.co/p5cnBDCyku via @YouTube,Twitter Web App,96,en,0,0,False,115,410,2,54524,202,keilar : gop state turning trump 's big lie into legislation httpurl via @user,3,No verdict,,,3
2020-12-29T10:51:21Z,Illinois,@alexbruesewitz @RyanAFournier I would also love to see Ted Cruz and marsha Blackburn. Stand for a fraudulent election ..#TRUMP 2020,Twitter for Android,101,en,0,0,False,4170,4813,4,16459,16384,@user @user i would also love to see ted cruz and marsha blackburn . stand for a fraudulent election .. #trump 2020,7,'false',,,18
2020-10-26T10:05:10Z,Texas,@carlbrookins @JudicialWatch hey Carl so I guess you also support biden and his support of racism and incarcerations of the thousands of African Americans and how he loved his good ol buddy that was part of the KKK and spoke at his funeral in glowing terms.,Twitter for iPhone,228,en,0,0,False,6,123,0,456,3,@user @user hey carl so i guess you also support biden and his support of racism and incarceration of the thousand of african americans and how he loved his good ol buddy that wa part of the kkk and spoke at his funeral in glowing term .,8,False,,,-1
2020-10-20T13:46:07Z,Missouri,@VP_TaskForce O'Keefe Strikes Again! Google Program Manager Confirms Election Interference in Favor of Joe Biden (VIDEO) https://t.co/lXorhK1FAc,Twitter Web App,130,en,1,0,False,997,1918,3,1902,17596,@user o'keefe strikes again ! google program manager confirms election interference in favor of joe biden ( video ) httpurl,3,'false',,,-1
2020-10-02T07:38:23Z,Michigan,"@ValSylvan Even if asymptomatic the cabinet and vice president can activate the 25th amendment to remove Trump without his approval due to the medical and fitness for duty. Not he’s resigning, not he’s stepping back, but remove himFrom office and the ballot",Twitter Web App,246,en,1,0,False,76,175,0,2772,1504,"@user even if asymptomatic the cabinet and vice president can activate the 25th amendment to remove trump without his approval due to the medical and fitness for duty . not he 's resigning , not he 's stepping back , but remove himfrom office and the ballot",8,False,,,28
2021-05-05T13:31:08Z,Oklahoma,"Let me translate this for Jimmy! “10 years ago, conservative organizations committed tax fraud and were investigated by the IRS.” “5 years ago, the FBI obtained FISA warrants, allowing them to uncover collusion between the Trump campaign and Russia!” Fixed it!! https://t.co/PEfG6z0mfq",Twitter for iPhone,261,en,0,0,True,137,1230,0,601,2019,"let me translate this for jimmy ! “ 10 year ago , conservative organization committed tax fraud and were investigated by the irs . ” “ 5 year ago , the fbi obtained fisa warrant , allowing them to uncover collusion between the trump campaign and russia ! ” fixed it ! ! httpurl",8,False,,,-1
2020-12-08T22:54:17Z,Minnesota,"One more thing @realDonaldTrump is not above. The United States Supreme Court. I hope he, and his party, now realize that this election is over, certified and it's time to move the country forward under the new administration. https://t.co/C3N36qcHoG",Twitter Web App,250,en,10,1,False,13473,11709,6,76397,99860,"one more thing @user is not above . the united states supreme court . i hope he , and his party , now realize that this election is over , certified and it 's time to move the country forward under the new administration . httpurl",2,True,,,7
2021-02-14T01:35:49Z,Florida,Biden is a dementia patient https://t.co/rvdhhKaNry,Twitter for iPhone,27,en,0,0,True,60,415,0,4670,25378,biden is a dementia patient httpurl,8,False,,,-1
2020-12-22T07:48:57Z,South Carolina,"@catturd2 Trump nominated him, so just another one of the many hiring mistakes.",Twitter for iPhone,69,en,0,0,False,2752,2573,13,68342,14622,"@user trump nominated him , so just another one of the many hiring mistake .",7,'false',,,-1
2021-02-05T09:40:20Z,California,How the Biden administration will impact California’s child care crisis https://t.co/59v0MIOaqw,SocialFlow,95,en,0,0,False,2280,278,92,6445,39,how the biden administration will impact california 's child care crisis httpurl,1,'no verdict',,,-1
2020-11-14T00:02:14Z,Michigan,"@confunctionist You know what they day about ""assume"". trump and Navarro should think about that a little.",Twitter for Android,90,en,1,0,False,326,581,0,4831,7584,"@user you know what they day about "" assume "" . trump and navarro should think about that a little .",6,'no verdict',,,0
2020-08-27T15:27:26Z,Indiana,"Republican Voters Against Trump just released their first ad. 

It will run in Arizona. https://t.co/NfOit2v4S7",Twitter Web App,87,en,0,0,True,528,2826,7,14802,10164,republican voters against trump just released their first ad . it will run in arizona . httpurl,2,True,,,-1
2021-03-06T10:51:58Z,North Carolina,"Senate Democrats approve President Biden’s American Rescue Plan:

— $1400 stimulus checks
— $3K/yr per kid 6-17, $3,600 kids 0-6
— expanded unemployment insurance
— assistance for small businesses
— $100B for public health and vaccines
— $170B to reopen schools safely",Twitter Web App,268,en,1,1,False,1557,991,67,14351,8542,"senate democrats approve president biden 's american rescue plan : — $ 1400 stimulus check — $ 3k / yr per kid 6-17 , $ 3,600 kid 0-6 — expanded unemployment insurance — assistance for small business — $ 100b for public health and vaccine — $ 170b to reopen school safely",1,'true',,,-1
2021-02-15T04:25:36Z,Arkansas,@PissOffTrumpkin Maybe trump wasn't happy with his defense.,Twitter for Android,42,en,0,0,False,214,346,0,10256,11776,@user maybe trump wa n't happy with his defense .,2,'no verdict',,,0
2020-10-02T07:32:39Z,New York,"@ChrisPatt17 That probably would've worked against Clinton, but Biden? People don't hate him at the same level. It's one of many reasons why Trump's campaign strategy isn't working.",Twitter for Android,168,en,0,0,False,2664,263,92,25519,1498,"@user that probably would 've worked against clinton , but biden ? people do n't hate him at the same level . it 's one of many reason why trump 's campaign strategy is n't working .",2,'no verdict',,,6
2020-07-28T00:09:40Z,Virginia,"I agree.  

Vote Biden on November 3rd. https://t.co/bqKx1AhLV6",Twitter for iPhone,39,en,1,0,True,246,238,9,1137,9451,i agree . vote biden on november 3rd . httpurl,1,'true',,,-1
2021-01-26T08:02:20Z,South Carolina,"@lex31555 Where will fundraising money go that Trump 45 raises? Pray, not to the despicable RNC.😣 We've got to get our ducks in a row. This could get ugly, and if we don't, NONE of us will be winning in 22 or 24.😞",Twitter for Android,203,en,1,0,False,5487,6120,1,87793,48795,"@user where will fundraising money go that trump 45 raise ? pray , not to the despicable rnc . :persevering_face: we 've got to get our duck in a row . this could get ugly , and if we do n't , none of u will be winning in 22 or 24 . :disappointed_face:",7,No verdict,,,10
2020-10-07T18:31:23Z,Indiana,"@luckylucy061752 I guess when you don't work and make your own money and have no education or measurable skills save for gold digging, then she's going where the money is.  
No empathy...a trump family trait.",Twitter Web App,191,en,0,0,False,963,1994,4,5402,1205,"@user i guess when you do n't work and make your own money and have no education or measurable skill save for gold digging , then she 's going where the money is . no empathy ... a trump family trait .",8,True,,,10
2020-11-04T07:21:32Z,Iowa,This is a big win for Biden. https://t.co/yxlnBo05Du,Twitter for iPhone,28,en,0,0,True,200,104,2,667,174,this is a big win for biden . httpurl,1,'true',,,2
2020-11-06T13:32:05Z,Ohio,"@gtconway3d 
nice framing
https://t.co/9BTzJYlstB",Twitter Web App,49,en,0,0,False,2885,5001,4,54716,60952,@user nice framing httpurl,2,No verdict,,,4
2021-03-11T11:24:23Z,California,"@BrianWi51077539 @DonaldJTrumpJr @JoeBiden We elected Joe Biden president. It's really spooky that it only took you folks four years to forget how democracy works.

And any claims of him being the worst president are entirely ignorant of actual American history. It's basically something a stupid person says.",Twitter Web App,266,en,0,0,False,9,47,0,461,47,@user @user @user we elected joe biden president . it 's really spooky that it only took you folk four year to forget how democracy work . and any claim of him being the worst president are entirely ignorant of actual american history . it 's basically something a stupid person say .,8,'no verdict',,,-1
2020-08-27T17:00:42Z,Illinois,"this is what is so crazy about the ""riots are Joe Biden's America"" posts. Because this literally happening right now, under the current administration. It is not merely happenstance that so much civil unrest is occurring in the 4th year of the Trump presidency. https://t.co/7LM8OMEzCV",Twitter Web App,261,en,2,0,True,427,1211,4,3900,22201,"this is what is so crazy about the "" riot are joe biden 's america "" post . because this literally happening right now , under the current administration . it is not merely happenstance that so much civil unrest is occurring in the 4th year of the trump presidency . httpurl",3,True,,,25
2021-04-06T00:27:19Z,Nevada,"Now, with most corporations reporting their third year of results under the new corporate tax laws pushed through by Donald Trump in 2017, it is crystal clear that the TCJA failed to address loopholes that enable tax dodging—and may have made it worse.

Hence the #GOPTaxScam https://t.co/X1OOaNiBH9",Twitter Web App,275,en,0,0,False,1615,1869,4,82713,237447,"now , with most corporation reporting their third year of result under the new corporate tax law pushed through by donald trump in 2017 , it is crystal clear that the tcja failed to address loophole that enable tax dodging — and may have made it worse . hence the #goptaxscam httpurl",3,'no verdict',,,3
2020-11-19T07:32:01Z,New Jersey,@TheJuanWilliams @GOP @thehill Cause we love Trump and he exposed the swamp and you’re in their back pocket Juan,Twitter for iPhone,81,en,0,0,False,10,79,0,293,19,@user @user @user cause we love trump and he exposed the swamp and you 're in their back pocket juan,8,'no verdict',,,0
2021-03-09T22:15:42Z,Utah,"Without debate, President Biden has decided on complete open borders. BoZo Joe is out to destroy this country  https://t.co/W4DjtDOueJ",Twitter for iPhone,134,en,0,0,False,645,1695,8,18390,42234,"without debate , president biden ha decided on complete open border . bozo joe is out to destroy this country httpurl",8,False,,,40
2021-05-02T11:45:11Z,Texas,I voted for Trump https://t.co/FdJzqXSFEq,Twitter for iPhone,17,en,1,0,True,923,1927,2,5592,316,i voted for trump httpurl,1,No verdict,,,-1
2020-09-01T16:22:40Z,Oregon,"@TampagirlC19655 @Bernade88359301 @ChrisJansing I’ve seen it noted that if Biden wins FL he has 95% chance of winning the country; 50% without it. I think even if he loses FL, he will win the EC.",Twitter for iPhone,147,en,2,0,False,12917,12871,44,291078,641194,"@user @user @user i 've seen it noted that if biden win fl he ha 95 % chance of winning the country ; 50 % without it . i think even if he loses fl , he will win the ec .",1,'no verdict',,,15
2020-07-30T17:16:57Z,Pennsylvania,152.000 dying and counting from the trump virus/Coronavirus.,Twitter for iPhone,60,en,0,0,False,41,269,0,12358,6529,152.000 dying and counting from the trump virus / coronavirus .,7,'no verdict',,,33
2020-10-29T11:37:12Z,Illinois,@GOPChairwoman Loving the dog stole my secret Biden papers Hoax #TuckerCarlson is trying to pawn off  it's laughable,Twitter for Android,101,en,0,0,False,100,130,0,3264,3629,@user loving the dog stole my secret biden paper hoax #tuckercarlson is trying to pawn off it 's laughable,7,'false',,,-1
2021-04-03T16:28:53Z,Arkansas,"Dan Mitchell: “It’s simple to mock Democrats like Joe Biden, Alexandria Ocasio-Cortez, and Bernie Sanders. One reason they’re easy targets is they want people to believe that America can finance a European-style welfare state with higher taxes on the rich” https://t.co/1xbg9jHNUO",WordPress.com,280,en,0,0,False,74,83,4,6029,28,"dan mitchell : “ it 's simple to mock democrats like joe biden , alexandria ocasio-cortez , and bernie sanders . one reason they 're easy target is they want people to believe that america can finance a european-style welfare state with higher tax on the rich ” httpurl",3,No verdict,,,-1
2020-09-21T17:19:17Z,Missouri,Trump's vaccine czar is forced to lie and says U.S. could immunize most vulnerable Americans by December @CNBC https://t.co/JnJGs9DxiI,Twitter for iPhone,134,en,3,3,False,1505,1596,2,2110,2712,trump 's vaccine czar is forced to lie and say u . s . could immunize most vulnerable americans by december @user httpurl,2,'false',,,9
2020-12-08T20:40:53Z,Alabama,"@TamMTranHouston @realDonaldTrump Yes!! Let's get Donny ""the DICK-TATOR"" Trump aka sore loser a do over.",Twitter for Android,70,en,0,0,False,1,19,0,178,41,"@user @user yes ! ! let 's get donny "" the dick-tator "" trump aka sore loser a do over .",8,'false',,,-1
2021-02-07T16:25:01Z,New York,"@TheRickyDavila Right off the bat, she has two things going against her with trump voters:
1- she’s not white
2- she’s female",Twitter for iPhone,109,en,7,1,False,25628,14589,28,41642,124453,"@user right off the bat , she ha two thing going against her with trump voter : 1 - she 's not white 2 - she 's female",9,'true',,,-1
2021-05-06T01:43:21Z,Michigan,"There are affidavits of election fraud or there are fraudulent affidavits.  One of those frauds caused Jan 6th not Trump.

They claim people lied under penalty of perjury but they wont try to convict as then the truth has to come out.

Trump caused nothing...FRAUD did",Twitter for Android,268,en,0,0,False,14,184,0,5569,1875,there are affidavit of election fraud or there are fraudulent affidavit . one of those fraud caused jan 6th not trump . they claim people lied under penalty of perjury but they wont try to convict a then the truth ha to come out . trump caused nothing ... fraud did,8,False,,,34
2021-04-19T18:27:42Z,Louisiana,GOP White House Hopefuls Make Moves As Trump Mulls Run | HuffPost   Trump’s Virus  https://t.co/QOhaRwVJ9z,Twitter for iPhone,106,en,0,0,False,182,295,5,90821,13883,gop white house hopefuls make moves as trump mulls run | huffpost trump 's virus httpurl,3,'no verdict',,,-1
2020-11-26T18:16:27Z,Indiana,"Warm Irish welcome awaits the next US President 👏A town in the heart of Ireland’s Wild Atlantic Way is ready to welcome back a native son – Joe Biden, US President-elect 👉https://t.co/Wmf24ykKQK 

📍Clew Bay, County Mayo https://t.co/brGDE9q1aT",Twitter Web App,219,en,1,0,False,5070,531,92,3849,2525,"warm irish welcome awaits the next us president :clapping_hands: a town in the heart of ireland 's wild atlantic way is ready to welcome back a native son – joe biden , us president-elect :backhand_index_pointing_right: httpurl :round_pushpin: clew bay , county mayo httpurl",1,'true',,,-1
2020-11-19T20:20:13Z,Iowa,Biden heartfelt belief that he will be the president for both parties and is willing to sit and talk with Trump supporters is respectable.,Twitter for iPhone,138,en,35,3,False,15657,10799,38,71907,88329,biden heartfelt belief that he will be the president for both party and is willing to sit and talk with trump supporter is respectable .,1,'true',,,-1
2021-01-10T12:56:39Z,Missouri,@kathygriffin Do you get back anything from all the hell you went thru because of trump? Do you plan to sue him once he is private citizen again?,Twitter for Android,131,en,0,0,False,79,1060,7,2572,390,@user do you get back anything from all the hell you went thru because of trump ? do you plan to sue him once he is private citizen again ?,7,No verdict,,,-1
2020-12-06T12:01:30Z,Illinois,"What an amazing life Jerrold Post lived! Inspirational. His analysis of Trump was spot on, and his Dec 2019 prediction true: “Were he to lose the election, I think we can be assured that he will not concede early. Trump may not even recognize the legitimacy of the election.” RIP https://t.co/ULcWftgAtY",Twitter for iPhone,279,en,0,0,True,139,121,0,6744,33435,"what an amazing life jerrold post lived ! inspirational . his analysis of trump wa spot on , and his dec 2019 prediction true : “ were he to lose the election , i think we can be assured that he will not concede early . trump may not even recognize the legitimacy of the election . ” rip httpurl",1,True,,,-1
2021-04-14T13:39:50Z,Michigan,@Detroitmade1919 @shaywertz @beerboyeee @Local4News Yes I’m angry because 2 weeks turned into 12 months. Not all of us enjoy sucking down CNN and living in fear. I’m sure you believe there was less then 3000 flu cases this season as well. Keep blindly following the left. Biden and Whitmer continue to ruin the country 😂😂😂,Twitter for iPhone,270,en,0,0,False,338,1021,5,30215,12127,@user @user @user @user yes i 'm angry because 2 week turned into 12 month . not all of u enjoy sucking down cnn and living in fear . i 'm sure you believe there wa le then 3000 flu case this season a well . keep blindly following the left . biden and whitmer continue to ruin the country :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:,8,False,,,-1
2020-10-16T05:26:46Z,South Carolina,"We are all victims of the ""Miseducation of America.""  One step in rectifying that is end the deference to elected individuals in government.  Savannah Guthrie displayed that with Trump.  Holding leaders accountable is difficult when we are enamored with them.  Case in point: https://t.co/DlyrecB0Nf",Twitter Web App,275,en,0,0,False,104,135,0,8320,2220,"we are all victim of the "" miseducation of america . "" one step in rectifying that is end the deference to elected individual in government . savannah guthrie displayed that with trump . holding leader accountable is difficult when we are enamored with them . case in point : httpurl",3,'no verdict',,,-1
2020-08-14T00:25:01Z,Florida,@Monaheart1229 @FoxNews Trump 2020,Twitter for Android,10,en,0,0,False,30,194,1,1856,987,@user @user trump 2020,1,No verdict,,,0
2020-11-20T17:19:49Z,Missouri,"@Orzymannyahooc1 @Oliver_Vaquer @realDonaldTrump @justin_hart Maybe because he knows that this shit has been brought by the globalists.

You really think that some chinese somewhere on a fucking market ate a sick bat or something and that's how the virus has spread ?

This is part of a big plan and Trump can't do anything about it.",Twitter for Android,271,en,1,0,False,181,644,2,10738,9889,@user @user @user @user maybe because he know that this shit ha been brought by the globalists . you really think that some chinese somewhere on a fucking market ate a sick bat or something and that 's how the virus ha spread ? this is part of a big plan and trump can't do anything about it .,8,'False',,,13
2020-08-25T23:52:48Z,New Jersey,"@ignu I think there, disturbingly, is a lot riding on how other Republican politicians handle a Trump loss -- whether 46% of the country thinks the election's been ""stolen"" or just a smaller fringe thinks that",Twitter Web App,203,en,0,0,False,489,583,24,6167,4953,"@user i think there , disturbingly , is a lot riding on how other republican politician handle a trump loss - - whether 46 % of the country think the election 's been "" stolen "" or just a smaller fringe think that",3,'true',,,11
2020-12-04T17:30:29Z,Texas,Both President Trump and President-elect Biden offered their support on Thursday of a $900 billion stimulus plan hatched between a bipartisan group of moderate senators earlier this week. https://t.co/mOUp4mlhv0 https://t.co/mE3psI7cOx,Buffer,211,en,0,0,False,47,155,0,3135,1,both president trump and president-elect biden offered their support on thursday of a $ 900 billion stimulus plan hatched between a bipartisan group of moderate senator earlier this week . httpurl httpurl,1,true,,,-1
2020-11-01T01:13:22Z,Iowa,"Once upon a time... 
they lived happily ever after!
https://t.co/5hrxQOKNnT #Trump2020 https://t.co/4w13bIbytO",Twitter Web App,86,en,1,0,False,1881,4461,47,37889,4720,once upon a time ... they lived happily ever after ! httpurl #trump2020 httpurl,1,'no verdict',,,3
2020-10-31T12:36:59Z,California,@DanScavino @SolomonYue Biden only fracks miners.,Twitter Web App,25,en,0,0,False,2182,564,5,33670,23285,@user @user biden only fracks miner .,7,False,,,8
2020-12-30T06:33:36Z,Missouri,"@HawleyMO Hey Josh,
Trump Lost, all the spittle in the world won’t change that. It will lower the opinion Missouri and the US in the eyes of the world. Are you sure that’s what you want?",Twitter for iPhone,186,en,0,0,False,343,781,13,14607,11715,"@user hey josh , trump lost , all the spittle in the world wo n't change that . it will lower the opinion missouri and the us in the eye of the world . are you sure that 's what you want ?",7,'true',,,12
2021-03-17T08:01:49Z,Ohio,"US intelligence report says Russia attempted to interfere in 2020 election with goal of 'denigrating' Biden and helping Trump

https://t.co/23HTBwzWqb",Twitter for Android,150,en,0,0,False,2,189,0,89,181,us intelligence report say russia attempted to interfere in 2020 election with goal of ' denigrating ' biden and helping trump httpurl,7,True,,,17
2020-10-20T00:37:08Z,Oregon,"How Trump and Fauci publicly fell out of love https://t.co/jf2EoxIcAQ 
Apparently from what I am hearing Fauci say on the news today, he is very pissed off from being misquoted!",Twitter Web App,177,en,0,0,False,813,1772,0,11044,5768,"how trump and fauci publicly fell out of love httpurl apparently from what i am hearing fauci say on the news today , he is very pissed off from being misquoted !",7,'no verdict',,,5
2020-08-19T22:09:45Z,South Carolina,"@IsaDelThor @BillOReilly Experience of Socialism in Venezuela commenfs against Socialist governance.
TRUMP 2020!",Twitter for Android,87,en,0,0,False,168,270,0,3466,6154,@user @user experience of socialism in venezuela commenfs against socialist governance . trump 2020 !,7,'no verdict',,,-1
2021-03-11T16:47:47Z,Louisiana,President Biden moves forward with his strategy to tackle systemic racism - Palmer Report https://t.co/jjpCm3hNUP,Twitter for iPhone,113,en,0,0,False,188,300,5,87905,13886,president biden move forward with his strategy to tackle systemic racism - palmer report httpurl,1,True,,,40
2020-09-26T08:45:52Z,Georgia,"And @JoeBiden put a lid on on three days this week lol 

Biden lacks the stamina and mental fortitude to run the country. 

#Trump2020LandslideVictory https://t.co/X4psqQofq5",Twitter Web App,150,en,1,2,True,18572,19192,0,22535,75324,and @user put a lid on on three day this week lol biden lack the stamen and mental fortitude to run the country . #trump2020landslidevictory httpurl,7,False,,,-1
2020-08-04T18:01:44Z,Kansas,@Hayaat7 @davejorgenson YES. That’s the same as voting for trump.,Twitter for iPhone,41,en,1,0,False,39,319,2,214,601,@user @user yes . that 's the same a voting for trump .,8,'no verdict',,,12
2020-08-02T00:50:51Z,Utah,"@SassyGirlBoss Running for re-election, trump is gambling, he has to run.
If trump is re-elected he can beat the statue of limitations for (24 mo)tax fraud and multiple cases of sexual accusations in the SDNY.
If trump loses he will spend millions on lawyers and court costs.
🌊🌊VOTE BLUE 🌊🌊",Twitter for iPhone,275,en,0,0,False,2785,4999,0,5848,28798,"@user running for re-election , trump is gambling , he ha to run . if trump is re-elected he can beat the statue of limitation for ( 24 mo ) tax fraud and multiple case of sexual accusation in the sdny . if trump loses he will spend million on lawyer and court cost . :water_wave: :water_wave: vote blue :water_wave: :water_wave:",7,False,,,-1
2021-02-17T18:36:29Z,Virginia,Former Trump casino where stars played going out with a bang https://t.co/yT8WuNTZAa,SocialFlow,84,en,1,0,False,102037,1587,1055,178367,7136,former trump casino where star played going out with a bang httpurl,2,'true',,,-1
