created_at_fuzzy,state_likely_tweeted_from,text,source,display_text_width,lang,favorite_count,retweet_count,is_quote,followers_count,friends_count,listed_count,statuses_count,favourites_count,cleaned_text,Toxicity,Fact assessment
2020-07-25T07:06:59Z,New York,"@youngblood121 @dkrende @RepMattGaetz @indianwin2001 @SteveMilneNews And no, he wasn’t infiltrating anyone. If Bill Clinton is a pedophile too, fuck him. You just can’t wrap your head around the idea that your leader isn’t the man 4chan says he is.
https://t.co/rsrwe4kFgU",Twitter for iPhone,203,en,0,0,False,4559,4949,1,5711,94200,"     And no, he wasn’t infiltrating anyone. If Bill Clinton is a pedophile too, fuck him. You just can’t wrap your head around the idea that your leader isn’t the man 4chan says he is.
",8,False
2020-07-24T06:20:08Z,West Virginia,https://t.co/vb0wqo6MAH,Twitter Web App,23,und,0,0,False,91,70,1,10943,9609,,3,'no verdict'
2020-07-25T00:19:54Z,Pennsylvania,@ToniC8 @freddyatton WE knew Erik Prince's low- life Guestpo were in this riot bunch. This is Fasism and Trump's push for his Dictatorship. Trump and Barr and their Guestpo are destroying our Nation. These are riots period.,Twitter for Android,202,en,1,0,False,29,114,0,23069,4678,  WE knew Erik Prince's low- life Guestpo were in this riot bunch. This is Fasism and Trump's push for his Dictatorship. Trump and Barr and their Guestpo are destroying our Nation. These are riots period.,8,False
2020-07-23T13:52:21Z,Washington,@MayorJenny @LoriLightfoot https://t.co/8SI9vzowmn,Twitter for iPhone,23,und,0,0,False,118,513,1,331,1975,  ,7,No verdict
2020-07-24T15:10:29Z,Oregon,@goloko_7 YAY!!!   Ms. Trump--I am so glad to have read your book.  It sheds such light on our collective situation.,Twitter Web App,106,en,0,0,False,16,264,0,786,1783, YAY!!!   Ms. Trump--I am so glad to have read your book.  It sheds such light on our collective situation.,1,'true'
2020-07-23T21:15:45Z,California,@TinyStar84 @TrumpWarRoom @DonaldJTrumpJr Trump is really stupid about this.  Right at this moment I am done with Trump.  He is playing right into their hands.  Half the population if not mote will die from this vaccine. Guaranteed,Twitter for Android,189,en,0,0,False,4661,4560,16,89544,77622,   Trump is really stupid about this.  Right at this moment I am done with Trump.  He is playing right into their hands.  Half the population if not mote will die from this vaccine. Guaranteed,9,False
2020-07-23T02:13:11Z,Montana,"effin' moron! 
https://t.co/Np6lsGYTNL",Twitter for Android,38,en,0,1,False,2571,1613,10,54897,200972,"effin' moron! 
",8,No verdict
2020-07-23T21:40:53Z,New Mexico,"The way activists come for each other in this town, Trump didn't even need to send in the secret police 😷",Twitter for Android,105,en,1,0,False,737,2560,18,9366,11668,"The way activists come for each other in this town, Trump didn't even need to send in the secret police 😷",7,'no verdict'
2020-07-24T20:52:41Z,Alabama,https://t.co/hZOFdjZ1d4 https://t.co/ajKzEXCGZk,LinkedIn,47,und,0,0,False,1183,636,39,20339,4460, ,7,'no verdict'
2020-07-24T17:14:40Z,Texas,"@goldenpdx47 @FearThisAndThat @Oregonian ""Oh no the antifa superterrorists are going to blow air at the suburbs LORD TRUMP SAVE OUR NATION FROM THE MARXISTS 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🦅""",Twitter Web App,134,en,0,0,False,58,322,2,7203,4793,"   ""Oh no the antifa superterrorists are going to blow air at the suburbs LORD TRUMP SAVE OUR NATION FROM THE MARXISTS 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🦅""",8,False
2020-07-23T07:48:13Z,North Carolina,The Paranoia is real Donnie.... Biden will destroy your UN American Dream and it will be fucking glorious. https://t.co/8MwYkbpHOO https://t.co/4AKgbTgk0O,Twitter for iPhone,130,en,0,0,True,1728,3097,77,17852,50828,The Paranoia is real Donnie.... Biden will destroy your UN American Dream and it will be fucking glorious.  ,8,'no verdict'
2020-07-18T10:37:43Z,Washington,"@BXToDaHeart That would be great karma. I can see trump as a black, gay woman who is poor.",Twitter for Android,77,en,1,0,False,76,238,0,2211,3114," That would be great karma. I can see trump as a black, gay woman who is poor.",8,False
2020-07-21T23:30:39Z,California,"Trump sending federal troops to Portland / Chicago is kind of like realizing your kids aren't yet old enough to leave at home while you go to the grocery store, so you hire a babysitter.  You're not quite ready for freedom, Portland, still have growing up to do.",Twitter Web App,262,en,13,3,False,1345,32,6,970,577,"Trump sending federal troops to Portland / Chicago is kind of like realizing your kids aren't yet old enough to leave at home while you go to the grocery store, so you hire a babysitter.  You're not quite ready for freedom, Portland, still have growing up to do.",3,No verdict
2020-07-24T03:41:26Z,Kansas,Opinion | Details of Trump’s brain test https://t.co/QsKPQ71DgO,Twitter Web App,63,en,0,0,False,1406,4476,70,60761,5000,Opinion | Details of Trump’s brain test ,2,No verdict
2020-07-23T06:35:45Z,Arizona,I love that the media is freaking out about this but swing voters are gonna see this and be relieved Biden isn't one of those far left nuts https://t.co/sGha9SGDlp,Twitter for Android,139,en,2,0,True,654,200,12,39480,81070,I love that the media is freaking out about this but swing voters are gonna see this and be relieved Biden isn't one of those far left nuts ,3,'no verdict'
2020-07-21T13:46:03Z,Ohio,"@mariahdekkenga I think the cops are fash enough to disobey civilian leadership. 

This may also come up if Trump loses the election but refuses to vacate the Whitehouse. Like, is the US Marshalls service going to fight the Secret Service?",Twitter for Android,223,en,2,0,False,1927,1517,0,52731,149834," I think the cops are fash enough to disobey civilian leadership. 

This may also come up if Trump loses the election but refuses to vacate the Whitehouse. Like, is the US Marshalls service going to fight the Secret Service?",7,'no verdict'
2020-07-24T00:29:17Z,Ohio,@realDonaldTrump This is just another example of why Trump the criminal conman extortionist sociopath has to be voted out. This tweet that our much needed allies are “so-called” allies is again pathetic and beneath the dignity of his office. They despise Trump &amp; know he’s unbalanced and unstable,Twitter for iPhone,283,en,0,0,False,2,21,0,452,8, This is just another example of why Trump the criminal conman extortionist sociopath has to be voted out. This tweet that our much needed allies are “so-called” allies is again pathetic and beneath the dignity of his office. They despise Trump &amp; know he’s unbalanced and unstable,9,'no verdict'
2020-07-24T09:20:27Z,New York,"@DavidCornDC In the trump orbit, nothing is unimaginable.",Twitter Web App,44,en,0,0,False,849,965,0,11858,75381," In the trump orbit, nothing is unimaginable.",3,'no verdict'
2020-07-24T17:05:36Z,Texas,@NurseMagsy @mmpadellan I'm disappointed but not surprised by Melania Trump. Remember way back when she advocated against bullying in schools? ( a political ploy I suspect now ). They really don't care about us. Their about-face on many issues mean squat to me!,Twitter for Android,237,en,0,0,False,15,66,0,25,165,  I'm disappointed but not surprised by Melania Trump. Remember way back when she advocated against bullying in schools? ( a political ploy I suspect now ). They really don't care about us. Their about-face on many issues mean squat to me!,7,'no verdict'
2020-07-23T15:32:02Z,North Carolina,@sarahcpr @ProjectLincoln Who is the interviewer &amp; why do they keep scheduling interviews outside in July in DC. Trump's face is literally melting. So he doesn't have to wear a mask? 🙄 This'll be a good @TheDailyShow : what Q was Trump asked b/c I haven't heard guy ask a single Q yet.,Twitter for iPhone,263,en,1,0,False,930,2119,9,24284,165397,  Who is the interviewer &amp; why do they keep scheduling interviews outside in July in DC. Trump's face is literally melting. So he doesn't have to wear a mask? 🙄 This'll be a good  : what Q was Trump asked b/c I haven't heard guy ask a single Q yet.,7,False
2020-07-25T10:38:46Z,Washington,"@StrikeNational @peebsnjay 1] That's what I was alluding to before. Protests have become so convoluted. Violence &amp; looting takes the focus from police abuse &amp; Trump uses it to inflame his base.

It doesn't effect politicians directly enough. Flooding their phones &amp; offices, real old school presence...",Twitter Web App,287,en,1,0,False,468,467,2,23912,26616,"  1] That's what I was alluding to before. Protests have become so convoluted. Violence &amp; looting takes the focus from police abuse &amp; Trump uses it to inflame his base.

It doesn't effect politicians directly enough. Flooding their phones &amp; offices, real old school presence...",7,'true'
